name,target_formula,bad_ranks,pred1
MassSpecGymID0005710,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(C)CCC=C(C)C1=C(C)C(OC)=C(C)C1=O)CCCCCCCCC=C(C)CCC(C)=CC(C)=CCCC(C)=CCCCCCCCC1=C(C)C(OC)=C(C)C1=O
MassSpecGymID0005711,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCCCCC=CCCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)C)CCCC1=C(C)C(=O)C(=O)C(C)=C(OC)C1=O
MassSpecGymID0005713,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCC=C(C)CCC=C(C)C1=C(C)C(=O)C(OC)=C(OC)C1=O
MassSpecGymID0005714,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(OC)=C1CC=C(C)CCCCCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCCCCC(C)=CCC1=C(C)CCC(=CC=C(C)C)C1=O
MassSpecGymID0005715,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C1C(=O)C(OC)=C(C2=C(OC)C(CCCCC(C)=CCCC(C)=CCCC(C)=CCCCCCCCCCCCC=C(C)CCC=C(C)CCC=C(C)C)=C2OC)C(C)=C=C1C
MassSpecGymID0005716,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC(=CCCC(C)=CCCC(C)=CCCC(C)=CC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)C)CCCCC=CCC1=C(C)C(=O)C(OC)=C(C)C1=O
MassSpecGymID0005717,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CC=C=CCCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C)C(OC)=C(C)C1=O
MassSpecGymID0005718,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CC(C)=C(C)CCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(OC)C1=O
MassSpecGymID0005719,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(C)CCCCC=C(C)CC=COC1=C(C)C(=O)C(OC)=C(C)C1=O)CCC(C)=CCCCCC(C)=CCCC(C)=CCCC(C)=CCCCCCCC=C=C(C)C
MassSpecGymID0005720,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(C)=C(OC)C1=O
MassSpecGymID0005721,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC#CCCCCC1=C(C)C(OC2=CC(=O)C(OC)=C(C)C2=O)=C1C(C)=CCCC(C)=CCCC(C)=CCCCCCCCCCCCCCCCCCC=C(C)CCC=C(C)C
MassSpecGymID0005722,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCCCCCCCCCCCC=C(C)CCC1=CC(=O)C(OC)=C1C)CCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C=C(OC)C1=O
MassSpecGymID0005723,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC=C(CCCC=C1C(=O)C(C)=C(OC)C(CC2=C(C)CCC(OC)=C2CCC(C)=CCCCCC(C)=CC(C)=CCCC(C)=CCCCCC=C(C)CCC=C(C)C)=C1C)OC
MassSpecGymID0005724,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCCC1=C(C(C)=C(C)CC)CCCCCC=C=C(OC)C1CCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C1C=C(C)C(=O)C(OC)=C(C)C1=O
MassSpecGymID0005726,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CC=C(C)CCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C)=C(OC)C1=O
MassSpecGymID0005727,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC(C(=O)C(C(C)=COC)=C(C1=C=C=C(CCCCC(C)=CCCC(C)=CCCCCCCCCCCCCCCCCCC=C(C)C)C1=O)C1=C(C)C(CC)=C1OC)=C(C)C
MassSpecGymID0005729,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C1C(=O)C(CC(C)CCCCCCCCC=C(C=C(C)C)CCC=C(C)CCCC(C)=CCCC(C)=CCCC=CCCCCCC=C(C)C2=C(OC)C(=O)C(C)=C2OC)=C1C
MassSpecGymID0005731,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C)=C(CCCCC(C)=CCCC(C)=CCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(=O)CCC=C(C)CCC=C(C)C)C1=O
MassSpecGymID0005733,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C)=C(OC)C(=C(C)CCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O
MassSpecGymID0005735,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC=C1C(=O)C(C)=C(OC)C(CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C=O)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C1OC
MassSpecGymID0005736,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C)=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
MassSpecGymID0005738,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(CC(C)=CCCC=C(C)CCC=C(C)C)CCCC(C)=C(OC)C(CCC=CCCCC=C(C)CCC=C(C)C=C(C)CCC2C(=O)C(C)=C(OC)C2=O)=CCCCC1
MassSpecGymID0005740,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CCC(=O)CC=C(C)CCC=C(C)CCC=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C1OC
MassSpecGymID0005742,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(C)C(=O)C(CCCCC(C)=CCCCC(C)=C(C)CCC=C(C)CCC=C(C)C)=C(OC)C1=O
MassSpecGymID0005743,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(OC)C(=C=CCCCCCCCCCCC=C(C)CCCCCCCCCCCCCCC2C(=O)C=C=C(COC)CC(C)=C2C)C(OC)=Cc2c(C)ccc(c2C)C1
MassSpecGymID0005744,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=C2CCC(C)=C2CCCCCC(C)=CCCC=C(C)CCC=C(C)C)=C(OC)C1=O
MassSpecGymID0005745,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC=C1C(=O)C(CCCC(CCC(C)=CCCC=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)C)=C(C)CCC=C(C)CCC=C(C)C)=C(OC)C(=O)C(C)=C1OC
MassSpecGymID0005747,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(CC)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C1C(=O)C(C)=C(OC)C(C)C(C)=C1OC)CCC(C)=CCCC(C)=CC=O
MassSpecGymID0005749,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(OC)=C(C)C(=O)C(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O
MassSpecGymID0005751,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(C)CCC=C(C)CCC=C(C)C)CCC1=C(C)C(=O)C(C)=C1OC
MassSpecGymID0005753,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCCCCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005754,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CC=C(C)CCC=C(C)CCCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005756,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)C)CCCC=C(C)CCc1cc(C=COC)c(OC)c(=O)c(C)c1OC
MassSpecGymID0005758,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(C)=C(CCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCCCCCCCCCC2=C(C)C(=O)C(C)=C2OC)C1=O
MassSpecGymID0006473,C30H24O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1cccc(O)c1)Oc1cccc(OP(=O)(Oc2cccc(-c3ccccc3)c2)c2ccccc2)c1
MassSpecGymID0006474,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(O)Oc1ccccc1
MassSpecGymID0006475,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1ccccc1
MassSpecGymID0006476,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1ccccc1-c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1
MassSpecGymID0006477,C30H24O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1cccc(OP(=O)(Oc2ccc(Oc3ccccc3)cc2)c2ccccc2)c1
MassSpecGymID0006478,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P([O-])(Oc1ccccc1)Oc1cccc(OP(=O)(Oc2ccccc2)c2ccccc2)c1
MassSpecGymID0006479,C30H24O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=[PH](Oc1cccc(OP(=O)(O)Oc2ccccc2)c1)c1cc(Oc2ccccc2)cc(Oc2ccccc2)c1
MassSpecGymID0006480,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccc(-c2ccccc2)cc1)Oc1cccc(Oc2ccc(OP(=O)(O)c3ccccc3)cc2)c1
MassSpecGymID0006481,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1ccccc1-c1ccccc1P(=O)(=O)(Oc1ccccc1)Oc1ccccc1
MassSpecGymID0006482,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(O)Oc1ccccc1-c1c(-c2ccccc2)ccc(-c2ccccc2)c1OP(=O)(O)Oc1ccccc1
MassSpecGymID0006483,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P([O-])(Oc1ccccc1)Oc1cccc(OP(=O)([O-])Oc2ccccc2)c1
MassSpecGymID0006484,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1ccccc1-c1ccc(OP(=O)(O)Oc2ccccc2)c(-c2ccccc2)c1
MassSpecGymID0006485,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P([O-])(Oc1ccccc1)Oc1cccc(P(=O)(O[O+](Oc2ccccc2)c2ccccc2)c2ccccc2)c1
MassSpecGymID0006486,C30H24O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1cccc(P(=O)(Oc2ccccc2)c2cccc(OOc3ccccc3)c2)c1
MassSpecGymID0006487,C30H24O8P2,pred_smiles_1;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(Oc1ccccc1)Oc1cccc(-c2cc(Oc3ccccc3)cc([PH](=O)(=O)Oc3ccccc3)c2)c1
MassSpecGymID0006488,C30H24O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,[O]P(=O)(Oc1ccccc1)Oc1cccc(OP([O])(=O)Oc2ccccc2)c1
MassSpecGymID0012631,C37H67NO13,pred_smiles_10,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)[C]([O])[C@H](C)[C@@H](O)[C@]1(C)O
MassSpecGymID0012632,C37H67NO13,pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)C[C@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
MassSpecGymID0012633,C37H67NO13,pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
