target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,max_train_tanimoto_including_exact,max_train_tanimoto_excluding_exact,nearest_train_inchikey,nearest_train_smiles,nearest_train_formula,nearest_train_tanimoto,nearest_nonself_train_inchikey,nearest_nonself_train_smiles,nearest_nonself_train_formula,nearest_nonself_train_tanimoto,exact_in_train,nn_ge_085,nn_ge_070,nn_ge_050,train_coverage_bin,test,train,val
SKZMLLOZZWNWCK,3,0.0,0.0,0.3027713994185129,0.3120915095011393,1.0,1.0,CN(C)CCCNC1=C(C=NN(C1=O)CC2=CC=CC=C2)SCC3=CC=CC=C3,aromatic_rich_polycycle,11,-1.6914275,40.15863,0.9705734,0.8387853,408.5710000000001,408.198382516,29,6,0.2068965517241379,4,1,1,0,0,3,3,0,6,0,10,5,1,50.16,3.9475000000000025,0.3043478260869565,0,0,0,0,0,0,0,0,942.0965881930588,22,3,0.359375,0.359375,DWFZBUWUXWZWKD,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,C19H25ClN2OS,0.359375,DWFZBUWUXWZWKD,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,C19H25ClN2OS,0.359375,False,False,False,False,ood_lt_0.50,3,0,0
SLMISZLSXLAAKK,2,0.0,0.0,0.6227165162563324,0.6666666865348816,1.0,0.0,CN1CCC2=C([C@H]1C[C@H]3[C@H]([C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C)NC5=CC=CC=C25,glycoside_or_sugar_rich,5,-43.9153,-46.157986,-1.7984734,-0.9055644,544.6010000000002,544.2420807319999,39,11,0.282051282051282,2,9,0,0,0,5,2,3,6,0,7,10,5,153.94,0.7351000000000008,0.5357142857142857,9,0,1,0,4,4,0,0,1226.834437146211,27,5,0.5824176073074341,0.5824176073074341,QISXROCIXKXUPS,CC(=O)N1CCC2=CC(=C(C=C2[C@H]1C[C@H]3[C@H]([C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C)O)O,C27H35NO12,0.5824176073074341,QISXROCIXKXUPS,CC(=O)N1CCC2=CC(=C(C=C2[C@H]1C[C@H]3[C@H]([C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C)O)O,C27H35NO12,0.5824176073074341,False,False,False,True,weak_train_0.50_0.70,2,0,0
SLMYXBYAKALDHN,3,0.3333333333333333,0.6666666666666666,0.707602341969808,0.6209150552749634,1.0,0.3333333333333333,CSC1=NSC(=N1)SCC(=O)NC2=NN=CS2,small_heteroaromatic,0,2.6590292,-4.185832,0.6790381,0.010581279,305.435,304.953343844,17,10,0.5882352941176471,5,1,4,0,0,2,2,0,5,0,5,9,1,80.66000000000001,1.8423,0.2857142857142857,0,1,0,0,0,0,0,0,484.180211736799,15,2,0.380952388048172,0.380952388048172,AFXQIMHHYHAYRN,CC1=NN=C(S1)SCC(=O)NC2=NC3=C(S2)C=C(C=C3)Br,C12H9BrN4OS3,0.380952388048172,AFXQIMHHYHAYRN,CC1=NN=C(S1)SCC(=O)NC2=NC3=C(S2)C=C(C=C3)Br,C12H9BrN4OS3,0.380952388048172,False,False,False,False,ood_lt_0.50,3,0,0
SLRYMOUSQMDJPH,3,0.0,0.0,0.1563909798860549,0.2494775702555974,1.0,1.0,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CC=CC4=C3C=CN=C4N,aromatic_rich_polycycle,0,33.291695,-8.770712,0.95350856,-0.80383754,401.47000000000014,401.185174976,30,7,0.2333333333333333,5,2,0,0,0,4,4,0,6,0,3,5,3,106.07,5.413500000000004,0.1739130434782608,0,2,0,0,0,0,0,0,1206.4760386178596,25,4,0.39024388790130615,0.39024388790130615,JVCWPUFNLFSKFS,CCN1C(CC(CC1(C)C)OC2=CN=C(C=C2)C(=O)NC3=CC=C(C=C3)NC(=O)NC4=NOC(=C4)C(C)(C)C)(C)C,C31H42N6O4,0.39024388790130615,JVCWPUFNLFSKFS,CCN1C(CC(CC1(C)C)OC2=CN=C(C=C2)C(=O)NC3=CC=C(C=C3)NC(=O)NC4=NOC(=C4)C(C)(C)C)(C)C,C31H42N6O4,0.39024388790130615,False,False,False,False,ood_lt_0.50,3,0,0
SLYTWRPPDRGGNX,3,0.0,0.0,0.1705659528573354,0.2323943674564361,1.0,1.0,CC(C)C1=CC=CC2=C1NC=C(C2=O)C(=O)N[C@@H](CC3=CC=CC=C3)CO,aromatic_rich_polycycle,11,-23.357113,10.767025,-0.028292315,1.9000784,364.4450000000001,364.178692628,27,5,0.1851851851851851,2,3,0,0,0,3,3,0,6,0,6,3,3,82.19,2.984900000000002,0.2727272727272727,1,1,0,0,0,1,0,0,993.3605653409876,22,3,0.719298243522644,0.719298243522644,WWEVQTOVFGIPEX,CC(C)C1=CC=CC2=C1NC=C(C2=O)C(=O)N[C@@H](CCSC)CO,C18H24N2O3S,0.719298243522644,WWEVQTOVFGIPEX,CC(C)C1=CC=CC2=C1NC=C(C2=O)C(=O)N[C@@H](CCSC)CO,C18H24N2O3S,0.719298243522644,False,False,True,True,near_train_0.70_0.85,3,0,0
SMPGEBOIKULBCT,16,0.5625,0.5625,0.8920104559510946,0.7115638963878155,1.0,0.0625,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)OC4=C5C=CNC5=NC=C4)C(F)(F)F,aromatic_rich_polycycle,0,53.126575,-10.380925,1.3910176,-0.92810655,537.5860000000004,537.2351598600001,39,10,0.2564102564102564,5,2,0,0,3,5,4,1,6,0,7,5,2,73.49000000000001,6.072220000000005,0.3103448275862069,0,1,0,0,1,0,0,0,1475.557177901005,32,5,0.5882353186607361,0.5882353186607361,AOZPVMOOEJAZGK,CCN1CCN(CC1)CC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)OC4=CC5=C(C=C4)NC(=O)C5)C(F)(F)F,C30H31F3N4O3,0.5882353186607361,AOZPVMOOEJAZGK,CCN1CCN(CC1)CC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)OC4=CC5=C(C=C4)NC(=O)C5)C(F)(F)F,C30H31F3N4O3,0.5882353186607361,False,False,False,True,weak_train_0.50_0.70,16,0,0
SMTZFNFIKUPEJC,7,0.0,0.0,0.2335503420659473,0.3114205513681684,1.0,1.0,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,small_heteroaromatic,4,17.242632,-5.7097626,0.60587376,0.087123774,348.4430000000002,348.204907376,25,6,0.24,2,4,0,0,0,2,1,1,6,0,9,5,1,67.87,2.1207,0.5789473684210527,0,1,1,0,2,0,0,0,556.1100035826124,13,2,0.3787878751754761,0.3787878751754761,GRHBODILPPXVKN,CCCCOC1=CC=CC(=C1)CCNCC(=O)N(C)C,C16H26N2O2,0.3787878751754761,GRHBODILPPXVKN,CCCCOC1=CC=CC(=C1)CCNCC(=O)N(C)C,C16H26N2O2,0.3787878751754761,False,False,False,False,ood_lt_0.50,7,0,0
SMUNNMAWNRFDPB,10,0.0,0.0,0.2890514329075813,0.4688889920711517,1.0,1.0,CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C,polycyclic_aliphatic_like,1,-40.234997,-13.377575,-1.4710349,-0.014059415,428.5690000000002,428.2562742519999,31,5,0.1612903225806451,0,5,0,0,0,4,0,4,6,0,1,5,1,80.67,4.954600000000005,0.7307692307692307,6,0,1,0,1,1,0,0,970.2817586183986,19,4,0.4324324429035187,0.4324324429035187,LHVOTBCQBLBMAB,CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C,C31H46O4,0.4324324429035187,LHVOTBCQBLBMAB,CC1(C2CCC3(C(C2(CCC1=O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C,C31H46O4,0.4324324429035187,False,False,False,False,ood_lt_0.50,10,0,0
SMVCZAAQUUVPND,3,0.0,0.0,0.1654914567867914,0.2436822603146235,1.0,1.0,CC1=CC=C(C=C1)C2=NNC(=C2)C3=C4N=C(C=C(N4N=C3SC)C)C,aromatic_rich_polycycle,2,16.237188,29.961143,1.3303235,-0.94188976,349.4630000000001,349.136116608,25,6,0.24,5,0,1,0,0,4,4,0,6,0,3,4,1,58.870000000000005,4.433560000000003,0.2105263157894736,0,0,0,0,0,0,0,0,1059.55552959852,20,4,0.28358209133148193,0.28358209133148193,NYBZCKAQIIPSDS,CC1=NC2=C(C(=NN2C(=C1)C(F)(F)F)C)C3=C(C(=C(C=C3)OC)F)F,C16H12F5N3O,0.28358209133148193,NYBZCKAQIIPSDS,CC1=NC2=C(C(=NN2C(=C1)C(F)(F)F)C)C3=C(C(=C(C=C3)OC)F)F,C16H12F5N3O,0.28358209133148193,False,False,False,False,ood_lt_0.50,3,0,0
SNFRINMTRPQQLE,3,0.0,0.0,0.1434736500183741,0.1461936881144841,1.0,1.0,CCCCCCCCCCCC12O[C@@H]3C4C5[C@](O5)([C@H]([C@]6(C([C@@]4(O1)[C@@H](C[C@@]3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO,glycoside_or_sugar_rich,3,-57.9827,-3.640099,-2.1368344,0.6294845,560.7280000000004,560.3349184959999,40,8,0.2,0,8,0,0,0,6,0,6,7,0,12,8,3,117.98,4.0971000000000055,0.84375,11,0,0,0,4,3,0,0,1088.7864508223258,20,6,0.26436781883239746,0.26436781883239746,YEIAHHGCPUIGOQ,C/C/1=C/[C@@H]2[C@H]3[C@H](C[C@@]4(C(=O)C=C1O4)C)O[C@@]([C@]3(C(=O)O2)C)(C(=C)C)O,C19H22O6,0.26436781883239746,YEIAHHGCPUIGOQ,C/C/1=C/[C@@H]2[C@H]3[C@H](C[C@@]4(C(=O)C=C1O4)C)O[C@@]([C@]3(C(=O)O2)C)(C(=C)C)O,C19H22O6,0.26436781883239746,False,False,False,False,ood_lt_0.50,3,0,0
SNIHFZNFPCCTSV,1,0.0,0.0,0.6730769276618958,0.6363636255264282,1.0,0.0,COC1=C(C=CC(=C1)C2=NCCN2)N3C=C(N=N3)C4=CC(=CC=C4)C5=NCCN5,aromatic_rich_polycycle,8,16.021822,-36.69319,1.0186553,-0.9477332,387.4470000000001,387.18075829200006,29,8,0.2758620689655172,7,1,0,0,0,5,3,2,6,0,5,7,2,88.72,1.6424999999999996,0.238095238095238,0,0,0,0,1,0,0,0,1115.7223308692364,27,5,0.4655172526836395,0.4655172526836395,SCGRUHAJSQVIGC,COC1=C2C(=CC(=C1)C3=NCCN3)C=C(O2)C4=CC=C(C=C4)C5=NCCN5,C21H20N4O2,0.4655172526836395,SCGRUHAJSQVIGC,COC1=C2C(=CC(=C1)C3=NCCN3)C=C(O2)C4=CC=C(C=C4)C5=NCCN5,C21H20N4O2,0.4655172526836395,False,False,False,False,ood_lt_0.50,1,0,0
SNLRDRSLPRZTIZ,3,0.6666666666666666,0.6666666666666666,0.8787878751754761,0.8016818364461263,1.0,0.0,CCCCOC1=CC=CC=C1C2=NN3C=CN(C(=O)C3=C2)CC4=CC(=CC=C4)F,aromatic_rich_polycycle,11,3.82165,-21.800455,0.77582246,-0.15186486,391.44600000000014,391.169605164,29,6,0.2068965517241379,3,2,0,0,1,4,4,0,6,0,7,3,0,48.53,4.529300000000004,0.217391304347826,0,0,0,0,1,0,0,0,1196.17513256562,23,4,0.3258427083492279,0.3258427083492279,FXYIPNNODLNMQJ,CC1=C(N=C(O1)C2=CC=C(C=C2)OC(C)C)CN3C=CN4C(=CC(=N4)C5=CC6=C(C=C5)OCO6)C3=O,C27H24N4O5,0.3258427083492279,FXYIPNNODLNMQJ,CC1=C(N=C(O1)C2=CC=C(C=C2)OC(C)C)CN3C=CN4C(=CC(=N4)C5=CC6=C(C=C5)OCO6)C3=O,C27H24N4O5,0.3258427083492279,False,False,False,False,ood_lt_0.50,3,0,0
SNPPEHMSSOEYDH,3,0.0,0.0,0.4674870818853378,0.4808612515528996,1.0,0.6666666666666666,CC1=C(C(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C)N(C)C,aromatic_rich_polycycle,11,6.7072015,22.62998,1.3002242,0.2689485,359.4550000000001,359.141595912,25,8,0.32,5,2,1,0,0,3,3,0,6,0,4,6,1,79.6,2.28664,0.2941176470588235,0,0,0,0,0,0,0,0,1040.0806095383462,18,3,0.30882352590560913,0.30882352590560913,NUNWSNLNBHEVFL,CC1=CC=C(C=C1)S(=O)(=O)C2=C(NN3C2=NC(=CC3=O)C)NC4=CC=CC=C4,C20H18N4O3S,0.30882352590560913,NUNWSNLNBHEVFL,CC1=CC=C(C=C1)S(=O)(=O)C2=C(NN3C2=NC(=CC3=O)C)NC4=CC=CC=C4,C20H18N4O3S,0.30882352590560913,False,False,False,False,ood_lt_0.50,3,0,0
SNVFDPHQAOXWJZ,3,0.3333333333333333,0.3333333333333333,0.8870967825253805,0.9551042119661968,1.0,0.0,CCOC(=O)C1=C(NC(=C(C1C#CC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3)C4=CC=CC=C4)C,aromatic_rich_polycycle,11,-18.471523,7.716703,-0.65067273,1.0873377,477.5600000000002,477.194008344,36,5,0.1388888888888889,1,4,0,0,0,4,3,1,6,0,6,5,1,64.63,5.249300000000005,0.1612903225806451,1,0,2,0,2,0,0,0,1347.1942881223197,30,4,0.41791045665740967,0.41791045665740967,ULFUJLFTRWWLPO,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CC(C2)(C)C)C,C27H29NO3,0.41791045665740967,ULFUJLFTRWWLPO,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)CC(C2)(C)C)C,C27H29NO3,0.41791045665740967,False,False,False,False,ood_lt_0.50,3,0,0
SOENAMHZJTXLPC,3,0.0,0.0,0.1851456513007482,0.2812260488669078,1.0,1.0,CCC(CC)C(=O)N1CCN(CC1)C2=NC=CN2C3=CC=C(C=C3)C,small_heteroaromatic,4,16.922941,7.297431,0.63036954,0.07962463,340.47100000000006,340.226311516,25,5,0.2,4,1,0,0,0,3,2,1,6,0,5,3,0,41.370000000000005,3.265520000000002,0.5,0,1,0,0,0,0,0,0,694.7411622139578,17,3,0.3571428656578064,0.3571428656578064,GOMWIGLLXJMJND,CC1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)N3C=CN=C3SCC(=O)NC(C)(C)C,C24H28N4O2S,0.3571428656578064,GOMWIGLLXJMJND,CC1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)N3C=CN=C3SCC(=O)NC(C)(C)C,C24H28N4O2S,0.3571428656578064,False,False,False,False,ood_lt_0.50,3,0,0
SOIZAFVNIXAZFQ,3,0.0,0.0,0.5900726119677225,0.831361989180247,1.0,0.0,CN(C)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC5=CC=CC=C54,aromatic_rich_polycycle,11,-11.247044,5.2797947,0.15286098,0.034848552,396.4460000000001,396.1473925,30,5,0.1666666666666666,2,3,0,0,0,5,4,1,7,0,2,3,0,43.7,5.546900000000004,0.08,0,1,1,0,2,0,0,0,1295.2599573374175,24,5,0.3103448152542114,0.3103448152542114,CVXBEEMKQHEXEN,CNC(=O)OC1=CC=CC2=CC=CC=C21,C12H11NO2,0.3103448152542114,CVXBEEMKQHEXEN,CNC(=O)OC1=CC=CC2=CC=CC=C21,C12H11NO2,0.3103448152542114,False,False,False,False,ood_lt_0.50,3,0,0
SOMABIBERHUHJY,3,0.0,0.0,0.6252379218737284,0.6458774209022522,1.0,0.0,COC1=CC(=C(C=C1)CN(C2=NC(=CC=C2)F)S(=O)(=O)C3=C(C=C4C(=C3)C=NN4)F)OC,aromatic_rich_polycycle,8,14.062263,-30.71911,1.0922124,-1.4475948,460.46200000000016,460.101682496,32,11,0.34375,4,4,1,0,2,4,4,0,6,0,7,6,1,97.41,3.648800000000002,0.1428571428571428,0,0,0,0,2,0,1,0,1391.8360487525258,26,4,0.34117648005485535,0.34117648005485535,XUAQIPCBMORHTA,COC1=CC(=C(C=C1)OC)C2=NOC(=N2)CN(CC3=C(C=CC=C3Cl)F)S(=O)(=O)C,C19H19ClFN3O5S,0.34117648005485535,XUAQIPCBMORHTA,COC1=CC(=C(C=C1)OC)C2=NOC(=N2)CN(CC3=C(C=CC=C3Cl)F)S(=O)(=O)C,C19H19ClFN3O5S,0.34117648005485535,False,False,False,False,ood_lt_0.50,3,0,0
SOMGSGOZQKRXPR,4,0.0,0.0,0.2329111471772194,0.2497698403894901,1.0,1.0,CC(=NNC1=NC(=NN1)SCC(=O)C2=CC3=C(C=C2)OCO3)C4=CC(=CC=C4)OC,aromatic_rich_polycycle,8,-10.467942,-25.558456,0.5154963,-0.8453031,425.4700000000002,425.115775088,30,10,0.3333333333333333,5,4,1,0,0,4,3,1,6,0,8,9,2,110.72,3.353100000000002,0.2,0,0,0,0,3,0,0,0,1098.3058104089332,27,4,0.4305555522441864,0.4305555522441864,QSPWHYKWXYTIIG,COC1=CC=CC(=C1)NC(=O)C2=CC3=C(C=C2)OCO3,C15H13NO4,0.4305555522441864,QSPWHYKWXYTIIG,COC1=CC=CC(=C1)NC(=O)C2=CC3=C(C=C2)OCO3,C15H13NO4,0.4305555522441864,False,False,False,False,ood_lt_0.50,4,0,0
SOOOWWAEINJSLJ,3,0.0,0.0,0.1843007852633794,0.2366426686445871,1.0,1.0,CCN1C(=O)C2=CC=CC=C2N=C1SCC3=C(C(=C(C4=C3C(=O)OC4)OCC)OCC)OCC,other_midsize,11,0.7284198,35.16599,0.7063901,0.2728881,484.5740000000004,484.1668076159999,34,9,0.2647058823529412,2,6,1,0,0,4,3,1,6,0,10,8,0,88.88000000000001,4.575200000000004,0.4,0,0,1,0,4,0,0,0,1286.8616170468097,23,4,0.3835616409778595,0.3835616409778595,IKYNGNXORONYOJ,COC1=C(C(=C(C2=C1COC2=O)CSC3=CC=CC=C3C(=O)OC)OC)OC,C20H20O7S,0.3835616409778595,IKYNGNXORONYOJ,COC1=C(C(=C(C2=C1COC2=O)CSC3=CC=CC=C3C(=O)OC)OC)OC,C20H20O7S,0.3835616409778595,False,False,False,False,ood_lt_0.50,3,0,0
SORGYXWMVQZLOC,3,0.3333333333333333,0.3333333333333333,0.6302924056847891,0.4749525189399719,1.0,0.3333333333333333,CNC(=O)CSC1=NN=C(N1C2=CC=CC=C2)SCC(=O)NC,small_heteroaromatic,11,-1.0661557,23.367641,0.75425786,0.86896425,351.4570000000001,351.082366784,23,9,0.391304347826087,5,2,2,0,0,2,2,0,6,0,7,6,2,88.91,0.9434999999999996,0.2857142857142857,0,2,0,0,0,0,0,0,637.5620791381474,11,2,0.5094339847564697,0.5094339847564697,MIFKRJOXBSFIMR,CCCCC(C(=O)O)NC(=O)CSC1=NN=C(N1C2=CC=CC=C2)C3=CC=CC=C3,C22H24N4O3S,0.5094339847564697,MIFKRJOXBSFIMR,CCCCC(C(=O)O)NC(=O)CSC1=NN=C(N1C2=CC=CC=C2)C3=CC=CC=C3,C22H24N4O3S,0.5094339847564697,False,False,False,True,weak_train_0.50_0.70,3,0,0
SOVUOXKZCCAWOJ,3,0.3333333333333333,0.3333333333333333,0.8499095837275187,0.8086183468500773,1.0,0.0,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,glycoside_or_sugar_rich,1,-22.035614,-48.54655,-0.89019036,0.29434717,585.6580000000001,585.2798632079998,42,13,0.3095238095238095,5,8,0,0,0,4,1,3,6,0,6,11,7,205.76,0.3566000000000029,0.5172413793103449,4,2,0,0,0,4,0,0,1454.4514477474331,20,4,0.21276596188545227,0.21276596188545227,RYDHDDQDFCKJRQ,CC1=C(C=CC(=C1)C(=O)OC)NC(=O)CNC(=O)C2CCCCC2,C18H24N2O4,0.21276596188545227,RYDHDDQDFCKJRQ,CC1=C(C=CC(=C1)C(=O)OC)NC(=O)CNC(=O)C2CCCCC2,C18H24N2O4,0.21276596188545227,False,False,False,False,ood_lt_0.50,3,0,0
SOZSSCDTBMFFHX,3,0.0,0.0,0.1754374255736668,0.2409530977408091,1.0,1.0,CC1=C(NC2=C1C=C(C=C2)C3=NN=C(O3)SCC(=O)NCCC4=NC5=CC=CC=C5N4)C,aromatic_rich_polycycle,11,-2.278808,27.69403,1.1439,0.31939444,446.5360000000002,446.15249494400007,32,9,0.28125,6,2,1,0,0,5,5,0,6,0,7,6,3,112.49,4.162040000000003,0.217391304347826,0,1,0,0,0,0,0,0,1383.6879874443523,30,5,0.5,0.5,SDVKWLHBCPEBEL,C1=CC=C2C(=C1)C(=O)NC(=N2)SCC(=O)NCCC3=NC4=CC=CC=C4N3,C19H17N5O2S,0.5,SDVKWLHBCPEBEL,C1=CC=C2C(=C1)C(=O)NC(=N2)SCC(=O)NCCC3=NC4=CC=CC=C4N3,C19H17N5O2S,0.5,False,False,False,True,weak_train_0.50_0.70,3,0,0
SPEGERVLTUWZPA,3,0.0,0.0,0.5708396236101786,0.9318491021792094,1.0,0.3333333333333333,CCOCC1(CCC(CC1)C2=C(C=NN2)CN(C)CCNC)COCC,small_heteroaromatic,2,-13.9258,-9.92639,-0.1582303,-0.023430241,366.5500000000002,366.299476456,26,6,0.2307692307692307,4,2,0,0,0,2,1,1,6,0,12,5,2,62.41,2.7779000000000007,0.85,0,0,0,0,2,0,0,0,487.7555509910832,11,2,0.24137930572032928,0.24137930572032928,PHSPJQZRQAJPPF,CNCCC1=CN=CN1,C6H11N3,0.24137930572032928,PHSPJQZRQAJPPF,CNCCC1=CN=CN1,C6H11N3,0.24137930572032928,False,False,False,False,ood_lt_0.50,3,0,0
SPUDVSNUPBWEKG,42,0.0,0.0,0.3886249125713393,0.5068266530122075,0.5238095238095238,0.7142857142857143,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2CC4=CC(=O)C(=C(O4)C(CC(=O)OC)C5=CC=NC6=CC=CC=C56)O)OC)OC,aromatic_rich_polycycle,8,4.357964,-37.364502,0.2097946,-0.24864022,696.7530000000004,696.26829548,51,12,0.2352941176470588,2,10,0,0,0,6,5,1,6,0,12,12,1,139.02,5.779300000000006,0.3076923076923077,2,0,1,0,6,1,0,0,2097.857338284394,35,6,0.6853932738304138,0.6853932738304138,UCICMEZSJCENSS,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2CC4=CC(=O)C(=C(O4)C(CC(=O)OC)C5=CC6=C(C=C5)OCCO6)O)OC)OC,C38H41NO12,0.6853932738304138,UCICMEZSJCENSS,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2CC4=CC(=O)C(=C(O4)C(CC(=O)OC)C5=CC6=C(C=C5)OCCO6)O)OC)OC,C38H41NO12,0.6853932738304138,False,False,False,True,weak_train_0.50_0.70,42,0,0
SPWSOVSCRHDABQ,3,0.0,0.0,0.1885702113310495,0.2386239419380823,1.0,1.0,C1CC2C(=O)N(C(=O)N2C1)CN3CCN(CC3)C4=NC=CC=N4,polycyclic_aliphatic_like,2,20.766577,26.180744,0.5667061,0.66941357,316.36499999999995,316.16477388000004,23,8,0.3478260869565217,6,2,0,0,0,4,1,3,6,0,3,6,0,72.88000000000001,-0.0172999999999989,0.6,1,3,0,0,0,0,0,0,579.2444817334663,23,4,0.48148149251937866,0.48148149251937866,CEIJFEGBUDEYSX,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,C21H29N5O2,0.48148149251937866,CEIJFEGBUDEYSX,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,C21H29N5O2,0.48148149251937866,False,False,False,False,ood_lt_0.50,3,0,0
SQHTZSLPFIQMAT,3,0.0,0.0,0.2450360904137293,0.3047734598318735,1.0,1.0,C1CCC(C1)CC(=O)N(CCC2=CC=CS2)CC3=COC=C3,small_heteroaromatic,4,0.8995117,9.602717,-0.026248699,0.9832903,317.45400000000006,317.144949976,22,4,0.1818181818181818,1,2,1,0,0,3,2,1,5,0,7,3,0,33.45,4.492700000000005,0.5,0,1,0,0,0,0,0,0,555.941177972028,22,3,0.38461539149284363,0.38461539149284363,AJCTXKDDRHDHGM,C1=CC(=CN=C1)CN(CCC2=CC=CS2)C(=O)NCC3=CC=CS3,C18H19N3OS2,0.38461539149284363,AJCTXKDDRHDHGM,C1=CC(=CN=C1)CN(CCC2=CC=CS2)C(=O)NCC3=CC=CS3,C18H19N3OS2,0.38461539149284363,False,False,False,False,ood_lt_0.50,3,0,0
SQIQZZJGWUWAFZ,2,0.0,0.0,0.9649122953414916,0.9322034120559692,0.0,0.0,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@@H]([C@H](C(O1)CO)O)O)O)COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,glycoside_or_sugar_rich,5,-40.65827,-34.91843,-2.8810713,-1.1622955,797.0829999999997,796.5125485039998,57,10,0.175438596491228,0,10,0,0,0,1,0,1,6,0,32,10,4,151.98000000000002,8.54510000000001,0.574468085106383,6,0,2,0,4,4,0,0,1288.6729032762485,6,1,0.7833333611488342,0.7833333611488342,OBLUCMMNMFITHB,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O,C27H44O9,0.7833333611488342,OBLUCMMNMFITHB,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O,C27H44O9,0.7833333611488342,False,False,True,True,near_train_0.70_0.85,2,0,0
SQMNFHPUBGPPHN,1,0.0,1.0,0.843137264251709,0.7368420958518982,1.0,0.0,C1=CC=C2C(=C1)C(=CN2)C3=CN=C(C(=N3)CCCN=C(N)N)N,aromatic_rich_polycycle,11,-23.841034,34.35849,1.0036559,0.5483464,309.377,309.1701936080001,23,7,0.3043478260869565,7,0,0,0,0,3,3,0,6,0,5,4,4,131.99,1.4130999999999991,0.1875,0,0,0,0,0,0,0,0,846.5109656882298,15,3,0.37288135290145874,0.37288135290145874,DASAQOOBWVAYSB,C1=CC=C2C(=C1)C(=CN2)C3=NC4=CC=CC=C4C(=C3)C(=O)O,C18H12N2O2,0.37288135290145874,DASAQOOBWVAYSB,C1=CC=C2C(=C1)C(=CN2)C3=NC4=CC=CC=C4C(=C3)C(=O)O,C18H12N2O2,0.37288135290145874,False,False,False,False,ood_lt_0.50,1,0,0
