target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count
QBGDVCZDAPRIMJ,3,0.0,0.0,0.1416293680667877,0.1644264757633209,1.0,1.0,CN(CCCCC1=CC=CC=C1)C2=NC(=NC(=N2)NCC#C)NCCNC(=O)CCl,other_midsize,11,-11.442636,23.055006,0.41528264,0.9462927,429.95600000000024,429.204386196,30,9,0.3,7,1,0,0,1,2,2,0,6,0,13,7,3,95.07,2.1426999999999996,0.42857142857142855,0,1,0,0,0,0,0,0,825.8497453388975,17,2
QBHZHBVIUINBIU,1,0.0,0.0,0.3787878751754761,0.5483871102333069,1.0,1.0,C1=CC=C2C(=C1)C(=CC=N2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl,aromatic_rich_polycycle,2,11.832339,36.158573,0.9247504,-0.2078283,336.78200000000004,336.07778871600004,24,6,0.25,4,1,0,0,1,4,4,0,6,0,4,4,0,52.83,4.047900000000001,0.05555555555555555,0,0,0,0,1,0,0,0,976.414479658115,23,4
QBKSWRVVCFFDOT,24,0.0,0.0,0.13804348558187482,0.13979801038901007,1.0,1.0,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,aromatic_rich_polycycle,3,-21.030651,-18.441309,-0.14402837,-0.09816486,518.5620000000004,518.1940679199998,38,8,0.21052631578947367,0,8,0,0,0,4,4,0,6,0,5,8,6,155.51999999999998,6.382240000000009,0.26666666666666666,0,0,0,0,0,6,0,0,1554.0159185858968,20,4
QBNSLRXGOOQJFK,3,0.0,0.0,0.3011015355587005,0.41688214739163715,1.0,1.0,COC1=CC(=C(C=C1)OC)N2CC(CC2=O)C3=NC(=NO3)C4=CC=CC=N4,aromatic_rich_polycycle,8,13.175044,-33.040134,0.5289286,-1.1801759,366.37700000000007,366.132805056,27,8,0.2962962962962963,4,4,0,0,0,4,3,1,6,0,5,7,0,90.58000000000001,2.6693000000000007,0.2631578947368421,1,1,0,0,2,0,0,0,957.3533210745072,23,4
QBTPSJBCRQLPLW,5,0.0,0.0,0.1911942511796951,0.25795598626136773,1.0,1.0,CCC(C)/C=C(\C)/C=C/C1=CC2=C(C(=O)C(C(=O)C2(C(O1)OC)O)(C)OC(=O)C)Cl,other_midsize,3,-48.221844,2.274565,-2.2101345,0.32198736,438.9040000000001,438.1445308839999,30,8,0.26666666666666666,0,7,0,0,1,2,0,2,6,0,6,7,1,99.13000000000002,3.119200000000002,0.5,4,0,1,0,3,1,0,0,881.9169380115245,12,2
QBVLOMJKKLVAPJ,2,0.0,0.0,0.30489280819892883,0.3333333432674408,1.0,1.0,C=CC1C2OC3C(C(C(C(O3)CO)O)O)OC(O2)C4=C1C=C5C6=C(CCN5C4=O)C7=CC=CC=C7N6,other_midsize,5,-45.10557,-45.412655,-1.1578156,0.12910604,494.5000000000003,494.168915792,36,10,0.2777777777777778,2,8,0,0,0,7,3,4,7,0,2,8,4,135.4,1.0315999999999994,0.4230769230769231,8,0,0,0,4,3,0,0,1429.3004432806622,30,7
QBVSZUQSCUIFPH,2,0.0,0.0,0.40340909361839294,0.468486025929451,1.0,0.5,C1=CC=C2C(=C1)C(=O)N(C(=N2)CSC3=NC=NC4=C3NC=N4)C5=CC(=C(C=C5)Cl)Cl,aromatic_rich_polycycle,11,7.1882915,52.30597,1.069918,0.40589657,455.33000000000004,454.01703536400004,30,10,0.3333333333333333,6,1,1,0,2,5,5,0,6,0,4,6,1,89.35000000000001,4.651100000000001,0.05,0,0,0,0,0,0,0,0,1465.2195854659885,28,5
QBXVXKRWOVBUDB,3,0.3333333333333333,0.3333333333333333,0.7471509973208109,0.7065126299858093,0.6666666666666666,0.3333333333333333,CC1=C(C=CC=C1C2=CC3=C(C=C2)OCCO3)COC4=C(C=C(C(=C4)OCC5=CC(=CC=C5)C#N)CN6C[C@@H](C[C@@H]6C(=O)O)O)Cl,aromatic_rich_polycycle,11,-7.6811337,-20.142626,-0.043609384,-0.07919336,641.1200000000003,640.1976290760001,46,10,0.21739130434782608,2,7,0,0,1,6,4,2,6,0,10,8,2,121.48000000000002,6.136100000000009,0.2777777777777778,2,0,0,1,4,2,0,0,1804.0628542604452,38,6
QCQACYPNQZJHQN,2,0.0,0.0,0.18314210325479505,0.2195121943950653,1.0,1.0,C[C@@H]1C[C@@]2([C@@H](C2(C)C)[C@H]3[C@]1([C@@H]4C=C(C(=O)[C@H]4CC(=C3)COC(=O)C)C)O)OC(=O)C(C)C(C)C,polycyclic_aliphatic_like,3,-62.19508,-6.217451,-2.2572007,0.9203705,472.6220000000003,472.2824889999999,34,6,0.17647058823529413,0,6,0,0,0,4,0,4,7,0,5,6,1,89.9,4.258200000000004,0.75,8,0,2,0,2,1,0,0,973.3807699230822,16,4
QCQQONWEDCOTBV,3,0.3333333333333333,0.3333333333333333,0.7056268453598022,0.7376470565795898,1.0,0.3333333333333333,CC1=C(C=NN1CC23CC4CC(C2)CC(C4)C3)C5=C(N=C(C=C5)N6CCC7=C(C6)C(=CC=C7)C(=O)NC8=NC9=CC=CC=C9S8)C(=O)O,other_midsize,4,-3.1763568,18.863094,0.75244397,0.83492714,658.8280000000003,658.2726100760002,48,10,0.20833333333333334,6,3,1,0,0,10,5,5,6,0,7,7,2,113.24,7.592820000000008,0.39473684210526316,0,1,0,1,0,1,0,0,2030.7337057377285,44,10
QCSDMDBEHPDVGE,3,0.0,0.0,0.4203282793362935,0.4881638785203298,1.0,0.6666666666666666,CC1=C(C(=C(N1C)C)S(=O)(=O)NC2CCN(CC2)CC3=CC=CC=C3)C4=NN=C(O4)C,other_midsize,2,2.7075033,42.445847,0.561712,0.68159366,443.5730000000002,443.19911078800004,31,9,0.2903225806451613,5,3,1,0,0,4,3,1,6,0,6,6,1,93.26,2.9432600000000013,0.45454545454545453,0,0,0,0,0,0,1,0,1159.4754258279079,27,4
QDBVSOZTVKXUES,3,0.6666666666666666,0.6666666666666666,0.939393937587738,0.877039631207784,1.0,0.0,CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O,aromatic_rich_polycycle,0,28.453382,-4.1058183,1.1906651,-0.46353653,349.434,349.179026976,26,5,0.19230769230769232,3,2,0,0,0,3,3,0,6,0,6,4,2,65.46000000000001,3.288900000000002,0.23809523809523808,0,1,0,0,0,1,0,0,904.7781823153065,16,3
QDIOBBHRAVYZSK,3,0.0,0.0,0.3114770899216334,0.3692929248015086,1.0,1.0,CC1=NC(=CC(=N1)NC2=CC=CC=N2)NCCNC(=O)C3=CC=C(C=C3)Cl,aromatic_rich_polycycle,0,26.067991,-6.803329,1.6226164,-0.10823046,382.85500000000013,382.130886908,27,8,0.2962962962962963,6,1,0,0,1,3,3,0,6,0,7,6,3,91.83000000000001,3.4189200000000017,0.15789473684210525,0,1,0,0,0,0,0,0,901.8332587960593,25,3
QDMKSFGLJQCAOX,2,0.0,0.0,0.3275724798440933,0.3170961737632751,1.0,1.0,CCC1=C(N(C2=NC3=C(N12)C(=O)N(C(=O)N3C)C)C4=CC(=CC=C4)Cl)C5=CC=CC=C5,aromatic_rich_polycycle,11,5.3434157,40.712845,1.09149,0.6346189,433.89900000000006,433.13055256,31,8,0.25806451612903225,5,2,0,0,1,5,5,0,6,0,3,3,0,66.22999999999999,3.5584000000000016,0.17391304347826086,0,0,0,0,0,0,0,0,1588.3667556352448,26,5
QDNHPNDNFFYSOS,2,0.5,0.5,0.5702891498804092,0.77679243683815,1.0,0.5,C1C(C2COC(C1=O)O2)N3C(=S)N(N=N3)C4=CC(=CC=C4)O,polycyclic_aliphatic_like,11,-13.663412,11.445959,-0.111532226,0.27514693,320.33000000000004,320.05792586399997,22,9,0.4090909090909091,4,4,1,0,0,4,2,2,6,0,2,7,1,91.4,0.7592899999999996,0.38461538461538464,3,0,0,0,2,1,0,0,801.3329322823719,21,4
QDWKGEFGLQMDAM,3,0.0,0.0,0.8263009587923685,0.9954337875048319,1.0,0.0,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)C4=CSC(=N4)C5=CC=CC=C5)NC2=O)C,aromatic_rich_polycycle,11,-1.4399755,27.569304,0.9269706,0.93921924,539.7050000000002,539.235496296,39,8,0.20512820512820512,5,2,1,0,0,5,4,1,6,0,9,5,3,90.12,5.9863400000000055,0.25806451612903225,0,2,0,0,0,0,0,0,1546.414442937425,27,5
QEBYISWYMFIXOZ,4,1.0,1.0,1.0,0.856746032834053,1.0,0.0,C1=CC(=C(N=C1)[C@H](C2=CC(=C(C=C2)OC(F)(F)F)F)NC(=O)C3=NC=C(C=C3)C(=O)O)F,aromatic_rich_polycycle,0,36.505966,-5.905813,1.2241669,-0.26686916,453.3230000000001,453.074796964,32,12,0.375,3,4,0,0,5,3,3,0,6,0,6,5,2,101.41000000000001,3.8710000000000013,0.1,1,1,0,1,1,1,0,0,1152.7173224804467,22,3
QEDVLODTOQLLGO,3,0.3333333333333333,0.3333333333333333,0.5685278872648875,0.7287436525026957,1.0,0.3333333333333333,C1=CC=C(C=C1)C2=CC(=O)NC(=N2)SCC3=CC=C(C=C3)C#N,aromatic_rich_polycycle,11,0.8131133,32.278053,0.82152843,0.46831903,319.389,319.07793303600005,23,5,0.21739130434782608,3,1,1,0,0,3,3,0,6,0,4,4,1,69.53999999999999,3.600880000000002,0.05555555555555555,0,0,0,0,0,0,0,0,896.0449783146595,21,3
QEOIDOAEOWQALB,3,0.0,0.0,0.2647158106168111,0.3010523170232772,1.0,0.6666666666666666,C1CC2=C3C(=CC(=C2)S(=O)(=O)NCCC(C4=CC=CC=C4)C5=CC=CC=C5)CC(=O)N3C1,aromatic_rich_polycycle,11,5.158238,17.51867,0.8177617,1.1624408,446.5720000000002,446.166413692,32,6,0.1875,2,3,1,0,0,5,3,2,6,0,7,3,1,66.48,4.022400000000003,0.2692307692307692,0,1,0,0,0,0,1,0,1201.3234420077833,32,5
QEPGQGNCYIOYPR,3,0.0,0.0,0.12596153964598966,0.1643777787685394,1.0,1.0,CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC(=C2)C3CCC3)C4CC4,polycyclic_aliphatic_like,4,14.690598,-1.518543,0.469462,-0.22908126,322.41200000000015,322.179361324,24,5,0.20833333333333334,4,1,0,0,0,4,2,2,6,0,5,4,2,66.91,4.323500000000003,0.42105263157894735,0,1,0,0,0,0,0,0,748.4621466602805,20,4
QESQGTFWEQMCMH,3,0.0,0.0,0.2666251510381698,0.34449941913286847,1.0,1.0,C1CSC2=C1N=C(N(C2=O)C3=CC=CC=C3)SCC(=O)NC4=NC=C(C=C4)C5=CC=CC=C5,aromatic_rich_polycycle,11,-3.241061,31.725752,0.942488,0.9185683,472.5950000000002,472.10276788000004,33,8,0.24242424242424243,4,2,2,0,0,5,4,1,6,0,6,6,1,76.88,4.673500000000003,0.12,0,1,0,0,0,0,0,0,1340.948249955849,33,5
QFBRLXGRJZLCEF,3,0.0,0.0,0.2638888855775197,0.3166344066460927,1.0,1.0,C1=CC2=NC=CN=C2C=C1C(=O)NCCN3C=CC4=C(C3=O)OC=C4,aromatic_rich_polycycle,0,25.98193,-2.4530075,0.94647306,-0.33882812,334.33500000000004,334.10659030799997,25,7,0.28,4,3,0,0,0,4,4,0,6,0,4,5,1,90.02,1.9676999999999998,0.1111111111111111,0,1,0,0,0,0,0,0,1129.7917834403308,25,4
QFCXANHHBCGMAS,3,0.3333333333333333,0.3333333333333333,0.4697357217470805,0.49897583325703937,1.0,0.6666666666666666,CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl,aromatic_rich_polycycle,0,28.884178,-13.375301,0.95082176,-0.90060556,409.8330000000001,409.094167052,29,9,0.3103448275862069,5,3,0,0,1,4,4,0,6,0,6,7,2,102.17,3.953400000000002,0.1,0,1,0,0,1,0,0,0,1160.4703822048093,24,4
QFDPVUTXKUGISP,18,0.0,0.0,0.2599028423428535,0.29560141844881904,1.0,1.0,CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,other_midsize,1,-24.314686,-24.000963,-1.2158574,-0.4228544,542.4960000000004,542.1212969039999,40,10,0.25,0,10,0,0,0,8,2,6,6,0,0,10,6,189.65999999999997,1.6976399999999994,0.3333333333333333,8,0,0,0,0,6,0,0,1680.9274128527459,32,8
QFIYSPKZWOALMZ,36,0.0,0.0,0.41026049024528927,0.7682967595756054,0.3611111111111111,0.9444444444444444,CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=COC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C,other_macrocycle,1,-51.77999,-7.347556,-1.3347753,0.36986557,857.815,857.2742282840001,61,20,0.32786885245901637,1,19,0,0,0,6,2,4,15,1,8,20,1,265.88999999999993,1.7495000000000014,0.5853658536585366,12,0,8,0,9,1,0,0,2098.0646769655364,36,6
QFKRKMXPKBHGGO,20,0.0,0.0,0.27448306083679197,0.37577327340841293,1.0,0.95,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)OC(=O)/C=C\C=C\[C@@H]([C@H](C)O)O)C)CO,glycoside_or_sugar_rich,3,-39.94531,-10.560334,-2.579854,0.041603785,420.50200000000007,420.2148033639999,30,7,0.23333333333333334,0,7,0,0,0,4,0,4,6,0,6,7,3,108.75000000000001,1.4174999999999998,0.6956521739130435,8,0,1,0,3,3,0,0,780.4211241182402,14,4
QFPXBVYGCDAYMW,1,0.0,0.0,0.2272727340459823,0.2714285850524902,1.0,1.0,COC1=C(C=CC(=C1)C2=NCCN2)C3=CN(N=N3)C4=CC=CC(=C4)C5=NCCN5,aromatic_rich_polycycle,8,16.02759,-36.784397,1.0512286,-1.1155185,387.4470000000001,387.18075829200006,29,8,0.27586206896551724,7,1,0,0,0,5,3,2,6,0,5,7,2,88.72,1.6424999999999996,0.23809523809523808,0,0,0,0,1,0,0,0,1115.7223308692364,27,5
QFRXNFCIQOTBET,3,0.0,0.0,0.23842267692089078,0.35876670479774475,1.0,1.0,CC1=NN(C=C1CN2CCN3C(=NN=C3C4=CC=C(C=C4)OC)C2)C,small_heteroaromatic,2,32.303696,-26.09802,1.0991153,-1.2297729,338.41500000000013,338.18550932399995,25,7,0.28,6,1,0,0,0,4,3,1,6,0,4,5,0,61.0,2.0114199999999998,0.3888888888888889,0,0,0,0,1,0,0,0,879.6109027536063,21,4
QGLATJXOQRCZEY,1,0.0,0.0,0.3076923191547394,0.375,1.0,1.0,CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)N3CCOCC3)NC4=C(C=CC(=C4)Cl)C)C,aromatic_rich_polycycle,2,30.591433,42.060894,1.6222792,-1.043059,424.93600000000015,424.17783710000003,30,8,0.26666666666666666,6,1,0,0,1,4,3,1,6,0,5,7,2,75.2,4.774060000000003,0.3181818181818182,0,0,0,0,1,0,0,0,1051.7929059252988,26,4
QGMMOFZKYXZVMR,3,0.0,0.0,0.22763846814632416,0.2768065333366394,1.0,1.0,CNC(=O)NC(=O)CSC1=NN=C(N1C)C2=NN(C3=C2CCC4=CC=CC=C43)C5=CC=CC=C5,aromatic_rich_polycycle,11,-1.2699294,23.391829,0.839808,0.67539185,473.56200000000024,473.163393976,34,10,0.29411764705882354,7,2,1,0,0,5,4,1,6,0,5,6,2,106.72999999999999,2.9811000000000014,0.20833333333333334,0,3,0,0,0,0,0,0,1377.4817288416914,24,5
QGVLYPPODPLXMB,1,0.0,0.0,0.1627907007932663,0.1481481492519378,1.0,1.0,CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)O)O,glycoside_or_sugar_rich,3,-60.9893,-5.604016,-1.8281332,0.42672634,364.43800000000005,364.1885886159999,26,6,0.23076923076923078,0,6,0,0,0,4,0,4,7,0,1,6,5,118.22000000000001,-0.06990000000000013,0.75,8,0,0,0,0,5,0,0,753.4003661305838,16,4
QHHSCLARESIWBH,4,0.0,0.0,0.183581992983818,0.25463518127799034,1.0,1.0,CC(C)(CS(=O)(=O)NC1=CC2=C(CN(CC2)C(=O)COC3=CN=CC=C3)C=C1)O,other_midsize,0,29.691225,4.9407663,1.176282,-0.6172058,419.5030000000001,419.1514919,29,9,0.3103448275862069,3,5,1,0,0,3,2,1,6,0,7,6,2,108.83000000000001,1.557899999999999,0.4,0,1,0,0,1,1,1,0,971.356345055637,20,3
QHKYPYXTTXKZST,2,0.0,0.0,0.32173295319080353,0.27433155477046967,1.0,1.0,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,aromatic_rich_polycycle,2,41.62466,26.069258,1.0416025,-0.3518729,331.35,331.112090288,25,5,0.2,3,1,0,0,1,4,4,0,6,0,3,3,2,61.8,4.650400000000004,0.0,0,0,0,0,0,1,0,0,993.5629329483602,23,4
QHLVBNKYJGBCQJ,3,0.3333333333333333,0.3333333333333333,0.8240636189778646,0.8313289682070414,1.0,0.0,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO,other_midsize,0,48.137135,-9.072392,0.97900176,-1.3533096,532.5270000000004,532.215821384,38,14,0.3684210526315789,8,3,0,0,3,5,3,2,6,0,7,9,3,134.66,1.9239000000000002,0.4166666666666667,0,1,0,0,1,1,0,0,1352.4091372333885,26,5
QHRTXGYTBWZWSI,3,0.0,0.0,0.409394492705663,0.4214522143205007,1.0,0.6666666666666666,CCOC1=CC(=O)N2CCCCCC2=C1C(=O)OCC3=CC=CC=C3F,small_heteroaromatic,4,34.84582,11.791677,0.5201196,0.40459302,359.397,359.15328640399997,26,6,0.23076923076923078,1,4,0,0,1,3,2,1,7,0,5,4,0,57.53,3.4695000000000027,0.4,0,0,1,0,2,0,0,0,859.3750656237352,22,3
QIFJOFNVIVQRNJ,1,0.0,0.0,0.3962264060974121,0.3529411852359772,1.0,1.0,C1=CC=C(C(=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F,aromatic_rich_polycycle,2,41.195705,26.219002,1.5190893,0.031132765,333.341,333.10775385600004,25,5,0.2,3,0,0,0,2,4,4,0,6,0,3,2,1,41.57,5.0839000000000025,0.0,0,0,0,0,0,0,0,0,1008.8129329483602,23,4
QIOMMMCQFIBVKA,5,0.0,0.0,0.5899448931217194,0.5381976902484894,1.0,0.2,C/C(=C\CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/CC[C@@H]2C(=C)CC[C@H]3[C@]2(CC[C@H]([C@]3(C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C,glycoside_or_sugar_rich,5,-46.399982,-37.68996,-3.4219854,-0.9579921,646.7710000000006,646.3564417880001,45,13,0.28888888888888886,0,13,0,0,0,4,0,4,6,0,11,13,9,218.98999999999998,-0.9043999999999948,0.875,15,0,0,0,4,9,0,0,1021.0250312109838,31,4
QIWWLKDHHMGRQL,11,0.0,0.0,0.49862672794948926,0.4794236800887368,1.0,0.36363636363636365,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O)O)O)O,glycoside_or_sugar_rich,5,-37.34939,-43.604702,-3.0051317,-1.8322462,696.6550000000007,696.2265498200001,49,17,0.3469387755102041,0,17,0,0,0,5,1,4,6,0,11,17,8,260.59,-2.4349999999999956,0.5625,13,0,2,0,7,8,0,0,1394.177933769984,36,5
QJFSABGVXDWMIW,4,0.0,0.0,0.6445823311805725,0.8937419652938843,1.0,0.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,aromatic_rich_polycycle,11,15.602124,57.08546,0.51334584,0.05642496,568.5420000000004,568.1594137279999,42,12,0.2857142857142857,4,8,0,0,0,6,6,0,6,0,9,10,1,155.58999999999997,4.705220000000004,0.16666666666666666,0,0,1,0,2,0,0,0,2009.4141743238733,38,6
QJMQBJILYFAVTF,2,0.0,0.0,0.6202842593193054,0.5156831443309784,1.0,0.0,C=CC1C2C=C3C4=C(CCN3C(=O)C2=C(OC1OC5C(C(C(C(O5)CO)O)O)O)O)C6=CC=CC=C6N4,polycyclic_aliphatic_like,5,-44.574554,-45.39608,-2.1739564,-0.33676857,512.5150000000001,512.1794804759999,37,11,0.2972972972972973,2,9,0,0,0,6,2,4,6,0,4,9,6,164.94,0.2679000000000007,0.4230769230769231,8,1,0,0,3,5,0,0,1314.3565641243472,29,6
QJTGTGYXESVKJU,1,0.0,0.0,0.5362318754196167,0.7164179086685181,1.0,0.0,C1=CC(=CC=C1CNC(=O)OCCOCCOCCOC(=O)NCCOCCOCCCCCCCl)NC(=O)CCCCCCC(=O)NO,large_peptide_like,0,-19.107666,-1.4718348,-0.05641233,0.04647092,719.273,718.35558626,49,16,0.32653061224489793,4,11,0,0,1,1,1,0,6,0,31,11,5,192.01,4.289100000000003,0.696969696969697,0,4,2,0,6,1,0,0,1005.3573633633823,6,1
QJZQFVRFJCGDKF,3,0.6666666666666666,0.6666666666666666,0.9180327852567037,0.9011897444725037,1.0,0.0,CC1=C(C(=C(S1)C)C(=O)NC2(CC2)C3=CC=C(C=C3)C(=O)O)CC4=CC=C(C=C4)C(F)(F)F,aromatic_rich_polycycle,0,-1.093775,-10.242848,0.20330918,0.3561964,473.51600000000013,473.12724922399997,33,8,0.24242424242424243,1,3,1,0,3,4,3,1,6,0,6,3,2,66.4,6.091840000000004,0.28,0,1,0,1,0,1,0,0,1207.4344136297102,24,4
QJZRFPJCWMNVAV,3,0.6666666666666666,0.6666666666666666,0.88744588692983,0.9189813137054443,0.6666666666666666,0.0,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,aromatic_rich_polycycle,11,-0.33701506,38.448963,1.0073286,1.0676606,517.0730000000001,516.229203976,37,7,0.1891891891891892,4,2,0,0,1,4,4,0,6,0,9,4,1,81.22,5.594920000000005,0.3,1,1,0,0,0,0,0,0,1432.1878455520289,28,4
QKKIWEILHCXECO,3,1.0,1.0,1.0,0.9817059437433878,1.0,0.0,CN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(NC=C4C5=CC6=C(C=C5)NC=C6)N=C3,aromatic_rich_polycycle,2,21.359112,45.24399,1.7914616,-0.5874712,421.5480000000001,421.2266458640001,32,5,0.15625,5,0,0,0,0,6,5,1,6,0,4,3,2,50.95,5.125600000000004,0.2222222222222222,0,0,0,0,0,0,0,0,1370.5037197041556,31,6
QKTRIGNWBRHBFV,4,0.5,0.5,0.7697467878460884,0.710058182477951,1.0,0.25,CN1CCN(CC1)C(=O)/C=C/C2=CC=C(O2)[N+](=O)[O-],small_heteroaromatic,4,-9.614593,11.5029,-0.19271465,0.04078885,265.269,265.10625596,19,7,0.3684210526315789,3,4,0,0,0,2,1,1,6,0,3,5,0,79.83,0.9749999999999998,0.4166666666666667,0,1,0,0,0,0,0,0,500.82770309427724,15,2
QKUUVGNHUMKUAN,7,0.0,0.0,0.22142189315387178,0.29005737815584454,1.0,1.0,CC(=O)N1CCC23C1N4CCC25C(NC6=CC=CC=C36)N(C7=CC=CC(=C57)C4C8C(O8)(C)C)C,polycyclic_aliphatic_like,1,-31.30192,21.211945,-0.6391349,1.5757844,456.59000000000026,456.252526264,34,6,0.17647058823529413,4,2,0,0,0,8,2,6,7,0,1,5,1,51.35000000000001,3.579900000000002,0.5357142857142857,7,1,0,0,1,0,0,0,1274.8024661630675,28,8
QKVFMAAIXZONRN,3,0.0,0.0,0.16523297627766922,0.2427944839000702,1.0,1.0,CC1=C2C=C(C=CC2=NN1)C3C(=C(NC(=C3C#N)C)C)C#N,small_heteroaromatic,2,15.572089,31.263569,0.33931386,-0.42309928,289.34200000000004,289.13274548000004,22,5,0.22727272727272727,5,0,0,0,0,3,2,1,6,0,1,4,2,88.28999999999999,3.1532800000000014,0.23529411764705882,0,0,0,0,0,0,0,0,878.65287341847,15,3
QLAHWTNCEYYDRR,2,0.0,0.0,0.6810712814331055,0.890625,1.0,0.0,C1=CC(=C2C(=C1)OC3=CC(=O)C4=C(C3=N2)C(=O)C=C(N4)C(=O)O)C(=O)CC(C(=O)O)N,other_midsize,11,-18.887299,11.673851,0.27715346,0.59704363,423.33700000000016,423.07026437599995,31,11,0.3548387096774194,3,8,0,0,0,4,2,2,6,0,5,8,4,193.65,0.8172000000000004,0.1,1,0,0,2,0,2,0,0,1500.4186280945514,20,4
QLFGDTPACJHLRY,3,0.0,0.0,0.267242689927419,0.3392891436815262,0.6666666666666666,1.0,CN(C1=NC(=NC=C1)NC2=CC(=CC(=C2)N3CCOCC3)N4CCOCC4)C5=CC=CC6=C5C=NN6,aromatic_rich_polycycle,2,28.554012,40.714863,1.6023273,-0.7198755,486.5800000000003,486.24917220000003,36,10,0.2777777777777778,8,2,0,0,0,6,4,2,6,0,6,9,2,94.67000000000002,3.537600000000002,0.34615384615384615,0,0,0,0,2,0,0,0,1294.2857408038112,35,6
QLFZZSKTJWDQOS,5,0.0,0.0,0.7869158864021302,0.7366600394248962,0.8,0.0,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O,glycoside_or_sugar_rich,1,-50.91611,-19.528755,-2.5243897,-0.28420743,899.128,898.5078570480001,64,14,0.21875,0,14,0,0,0,8,0,8,16,1,7,14,3,170.06,5.911600000000007,0.78,19,0,1,0,10,3,0,0,1787.6301320425869,51,8
QLLLGFMAOYLOFG,1,0.0,0.0,0.2631579041481018,0.375,1.0,1.0,COC1=CC(=C(C=C1)OC)C2=C3C(=CC(=N2)C(=O)NC4CCN(CC4)CC5=CC=CC=C5)C6=CC=CC=C6N3,aromatic_rich_polycycle,8,0.75047344,-39.80511,0.7900572,-0.2384213,520.6330000000004,520.2474408840001,39,7,0.1794871794871795,4,3,0,0,0,6,5,1,6,0,7,5,2,79.48,5.794700000000005,0.25,0,1,0,0,2,0,0,0,1621.4384432340944,35,6
