example_type,shard,spec_name,chem_class,cluster,exact_match_top10,tanimoto_top10,mist_tanimoto,formula_success,mol_wt,heavy_atoms,ring_count,max_ring_size,amide_count,ester_count,chiral_centers,target_smiles,proposal_smiles,top_prediction_smiles
high_mist_no_exact,shard_000,MassSpecGymID0001467,glycoside_or_sugar_rich,1,0.0,0.3046875,0.943181812763214,True,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)[C@@H]1OC2O[C@]23[C@@H]2CCC(C)(C)[C@@]4(C(=C)[C@H]([C@@H]5O[C@@H]5[C@]2(C)C(C)=O)[C@@H]4[C@@H]1O)c1c(C)c(Cl)cc2[nH]c4c(c12)C[C@H]3[C@H]4O,"['C=C(C)[C@@H]1OC2O[C@]23[C@@H]2CCC(C)(C)[C@@]4(C(=C)[C@H]([C@@H]5O[C@@H]5[C@]2(C)C(C)=O)[C@@H]4[C@@H]1O)c1c(C)c(Cl)cc2[nH]c4c(c12)C[C@H]3[C@H]4O', 'C=C1CCC2(C)OC3C4OC45C(CC4(C)c6[nH]c7cc(Cl)c(C(C)=O)c8c7c6CCC4C4C8(C)CCC45O)C3(C)OC12', 'C=C(C)[C@H]1COC23CCC4[C@@H](CCC5(O)CC6C45OC4(C(=C)CC[C@@]64C)[C@@]4(O)CCC4O1)C(O)c1cc(Cl)cc4[nH]c2c3c14', 'C=C(C)C1O[C@H]1C1C2O[C@@]3(C)[C@@H](C)O[C@]4(CCC5N[C@H](C(C)=O)Cc6c4[nH]c4cc(O)c5c(Cl)c64)CC[C@]3(C)[C@H](C)C[C@H]1C2O', 'C=C(C)[C@@H]1O[C@@H]2O[C@@H]3O[C@@H]2[C@]2(C)[C@@H]1CC[C@@]1(C)c4[nH]c5c(Cl)c(O)cc(C(C)=O)c5c4[C@@]4(C)C[C@@H]5C[C@H]3[C@]2(C)[C@]5(O)CC[C@@H]14']"
high_mist_no_exact,shard_000,MassSpecGymID0001471,glycoside_or_sugar_rich,1,0.0,0.3070866167545318,0.9764705896377563,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)[C@H]1O[C@@H]2C[C@]2(C)[C@@H]2C[C@@]3(C)[C@H]4O[C@@H]4c4[nH]c5cc(O)c(Cl)cc5c4CC[C@@]24O[C@@]3(C)[C@@]2(O)CCC[C@]2(C)CC[C@@H]4[C@@H]1O,"['C=C(C)[C@H]1O[C@@H]2C[C@]2(C)[C@@H]2C[C@@]3(C)[C@H]4O[C@@H]4c4[nH]c5cc(O)c(Cl)cc5c4CC[C@@]24O[C@@]3(C)[C@@]2(O)CCC[C@]2(C)CC[C@@H]4[C@@H]1O', 'C=C(C)[C@@H]1O[C@@H]2[C@@]34CC[C@H]5[C@H]6C[C@@H]7O[C@H](C7(C)C)[C@]5(CCc5c6[nH]c6cc(Cl)c(O)cc56)CC[C@@]3(O)[C@H](CC[C@@]24O)[C@@H]1O', 'C=C[C@H]1C[C@H](O)c2c(Cl)cc3[nH]c4c5c3c2[C@H]2[C@@H]3O[C@@H]([C@@H](C)C5)[C@]2(CO1)[C@@H](CC[C@@H]1C(C)(O)[C@@H](C(=C)C)O[C@]13C)[C@@]4(C)O', 'C=C(C)[C@H]1OC2O[C@@]23[C@@H]2CC[C@@]4(C)[C@@H]5C[C@@H](C2(C)C)[C@@]2(CC[C@@H]43)c3c([nH]c4cc(C)cc(Cl)c34)[C@@H]3O[C@@H](C)[C@@H](O[C@@H]13)O[C@H]52', 'C=C1CC[C@@H]2C34Cc5c([nH]c6cc(Cl)ccc56)[C@](C)(O1)[C@H](CC3O4)[C@]1(C)CO[C@@H]3[C@@H]4O[C@H](C(=C)C)[C@H](O)[C@]4(C)CC[C@H]1O[C@]32C']"
high_mist_no_exact,shard_000,MassSpecGymID0001463,glycoside_or_sugar_rich,1,0.0,0.3095238208770752,0.9764705896377563,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)[C@@H]1O[C@@H]2CC[C@@]34O[C@H]2[C@H]2Oc5[nH]c6cc(Cl)c7c(c6c5CC[C@@]23C)CC[C@@]2(C)O[C@H]2C[C@@H](CCC[C@@H]7C)O[C@@H]4[C@@H]1O,"['C=C(C)[C@@H]1O[C@@H]2CC[C@@]34O[C@H]2[C@H]2Oc5[nH]c6cc(Cl)c7c(c6c5CC[C@@]23C)CC[C@@]2(C)O[C@H]2C[C@@H](CCC[C@@H]7C)O[C@@H]4[C@@H]1O', 'C=C(C)C1O[C@]23c4c5c6cc(c4-6)C[C@H](OCO[C@@H]2C1O)C1CC[C@]2(C)C(OC3C5=C)C(=C)CC2[C@@]2(C)CC[C@@H](Cl)CC2O1', 'C=C1CCC2(C)C3CC4(O)C(CC2C(C(=C)C)OC1C(O)C4C1OC2OC2(C)C1CCCO)C(=C)c1[nH]c2ccc(Cl)cc2c13', 'C=C(C)[C@H]1OC2OC1(O)CC[C@@]21[C@@H]2C[C@@]34[CH]CCc5c([nH]c6cc(Cl)c(O)cc56)[C@@]3(C)CC[C@H]1[C@@H]1OC[C@@H]1OC4CC2(C)C', 'C=C(C)[C@H]1OC[C@@]23O[C@H]1CC[C@]1(C)[C@@H]2C[C@@H]2CC4=C(Cc5c4[nH]c4cc(O)c(Cl)cc54)[C@@H](O)[C@H]3CC[C@](C)(O)[C@H]1OC[C@H]2C']"
high_mist_no_exact,shard_000,MassSpecGymID0001460,glycoside_or_sugar_rich,1,0.0,0.3095238208770752,0.954023003578186,True,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)Oc1c(Cl)cc2[nH]c3c4c2c1CC(=C)C1C[C@@H]2O[C@H]3C3(C)[C@H]5C[C@H](O)C6(C(=C)C)O[C@@H]6[C@@H](O)[C@@H]5O[C@@]13CC[C@@]2(C)C4,"['C=C(C)Oc1c(Cl)cc2[nH]c3c4c2c1CC(=C)C1C[C@@H]2O[C@H]3C3(C)[C@H]5C[C@H](O)C6(C(=C)C)O[C@@H]6[C@@H](O)[C@@H]5O[C@@]13CC[C@@]2(C)C4', 'C=C(C)OC1OC(C)(C)C2CC3C(=C)C=C4Nc5cc(Cl)c(c1c53)C1(C)C4C3OC21CCC1(C)C(O)C(O)C(C(=C)C)OC31', 'C=C(C)[C@H]1O[C@@H]2OC34[C@H](OC[C@]2(C)[C@H]2C[C@@H]3C2(C)C[C@@H]2CC[C@@]4(C)C(=C)c3[nH]c4cc(Cl)cc5c4c3C[C@@]3(C[C@]23O)O5)[C@@H]1O', 'C=C(C)CCC(=C)Oc1c(Cl)cc2[nH]c3c(c2c1[C@@H]1C[C@@H]2O[C@@H]1[C@H]1O[C@@H]4O[C@@]4(C)[C@@H](O)[C@@H](O)[C@@H]12)CCN1CCC(=C)CC[C@@]31C', 'C=C(C)OC1C(O)C2CCC(=C)C(OC3c4c[nH]c5cc(Cl)c6c(c45)CCOC63CC2)C2(O)CCC3C(CC12)OC3(C)C']"
high_mist_no_exact,shard_031,MassSpecGymID0373955,aromatic_rich_polycycle,8,0.0,0.3113207519054413,0.8552631735801697,False,579.9930000000003,41,6,6,0,0,3,CC1CC2=C(C(C3=C(N2)N(C(=O)N(C3=O)C)C)C4=CC=C(C=C4)O)C(=O)C15C(=O)C6=C(O5)C(=C(C=C6OC)OC)Cl,COC(=O)C1=C(C)NC2=C(C1)C(=O)C1=C(C2=O)[C@H](C)c2c(Cl)c(OC)cc(OC)c2[C@H]1c1c(O)n(C)c(=O)n1C,"['COC(=O)C1=C(C)NC2=C(C1)C(=O)C1=C(C2=O)[C@H](C)c2c(Cl)c(OC)cc(OC)c2[C@H]1c1c(O)n(C)c(=O)n1C', 'COC(=O)c1c(C)[nH]c2c(c1=O)C1c3cc(cc(OC)c3Cl)C1C1=C2C(c2c(O)c(=O)n(C)c(=O)n(C)c2=O)[C@@H](C)C1', 'COC(=O)C1=C(C)Nc2c(c(=O)n(C)n(C)c2=O)[C@@H]1C1=CC=C2C=C2OC12Oc1c(Cl)c(OC)cc(OC)c1[C@@H]2C', 'COC(=O)C1=C(C)NC2=C3C(=O)[C@]4(Oc5cc(OC)cc(OC)c5[C@H]13)C(=O)N(C)C(=O)N(C)[C@H]4c1ccc(C)c2c1', 'COC(=O)C1=C(C)NC2=C(C(=O)[C@H]3CC4=C(O3)c3c(Cl)c(cc(OC)c3O2)-c2c4n(C)c(=O)n(C)c2=O)[C@@H](C)C1']"
high_mist_no_exact,shard_008,MassSpecGymID0152301,polycyclic_aliphatic_like,1,0.0,0.3140496015548706,0.8571428656578064,False,628.7620000000004,46,7,6,0,0,5,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C,COC(OC)c1c(CC=C(C)CCC=C(C)C)c2c(O)c3c1OC14C=CC(C)(C)O[C@]3(C)[C@H]1CC(C2=O)C4=CC=COC=O,"['COC(OC)c1c(CC=C(C)CCC=C(C)C)c2c(O)c3c1OC14C=CC(C)(C)O[C@]3(C)[C@H]1CC(C2=O)C4=CC=COC=O', 'COC1=CC2=CC1C1CC34c5c(c6c(CC=C(C)C)c(O)c5OC(CCC=C(C)C(=O)O)(C2)C6=O)CC3C(C)(C)C4C1=O', 'COC1C=Cc2c(O)c3c(c(CCC=C(C)C)c2OC1)OC12C(=CC4OC41CC2OC(C)(C)C=CC=O)C3=O', 'COC(C(=O)O)[C@@H]1C[C@H]2C=Cc3c(CC=C(C)CCC=C(C)C)c4c5c(O)c3O[C@@]2(C1)[C@@]1(C=O)C=CC(C=C1C5)OC(C)(C)O4', 'CO[C]1C2=CC3CC4OC56c7c8c(c(O)c(c75)C(=O)C1CC4C(C)(C)O2)C6(OC(C)(CC=C(C)CCC=C(C)C)CO8)C3O']"
high_mist_no_exact,shard_008,MassSpecGymID0152297,polycyclic_aliphatic_like,1,0.0,0.3140496015548706,0.8369565010070801,False,628.7620000000004,46,7,6,0,0,5,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C,COC1=C[C@@H]2CC34OC(O)[C@H]1C[C@H]3C1=Cc3c(O)c4c4c(CC=C(C)C)c3O[C@]1(CCC=C(C)C)[C@@H](C2=O)[C@](C)(OCO)C=C4,"['COC1=C[C@@H]2CC34OC(O)[C@H]1C[C@H]3C1=Cc3c(O)c4c4c(CC=C(C)C)c3O[C@]1(CCC=C(C)C)[C@@H](C2=O)[C@](C)(OCO)C=C4', 'CO[C@@H]1COc2c(c3c(C)c4c2[C@@](CCC=C(C)C)(C4=O)[C@@H]2C=C4C=CC(C)(C)[C@@H]4CC2[C@@](C)(CCC=C(C)C(=O)O)O3)C1=O', 'COC1=CC2CC1C=Cc1c(CC=C(C)C(=O)O)c(O)c3c(CCC=C(C)C)c1OC1OC21C1CC1CC(C)(C)OCC3=O', 'COC1=CC2C(=O)C3=CC4OC4Oc4c(CC=C(C)C)c5c(c(O)c-5c4=O)C=CC(C)(C)CCC3C12OCCC=C(C)C', 'C=CC1=CC2C3Oc4c(O)c5c(c(CC=C(C)C(=O)O)c4C3=O)C2CC2=CC(CC2OC(C)(C)O5)C1(C)CCC=C(C)C']"
high_mist_no_exact,shard_024,MassSpecGymID0251188,polycyclic_aliphatic_like,1,0.0,0.3166666626930237,0.8020833134651184,False,628.7620000000004,46,7,6,0,0,5,CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C,COC=C1C=Cc2c(O)c3c(c(CC=C(C)C)c2C1=O)OC12OC4CC5CC4C(C)(C)C=CC1(CCC=C(C)C)OC5C2C3=O,"['COC=C1C=Cc2c(O)c3c(c(CC=C(C)C)c2C1=O)OC12OC4CC5CC4C(C)(C)C=CC1(CCC=C(C)C)OC5C2C3=O', 'COO[CH]CC12OC(C)=CC1C13c4cc5c(O)c6c(cc5o4)C(C)=CC(CC1C(C)(C)OC3(C)CCC=C(C)C)C(CC2=O)O6', 'COC(C=CO)[C@@]1(C)Oc2c(O)c(CC=C(C)C)c3c(c2O)C(=O)C(CCC=C(C)C)OC2=C[C@@H]4CC5=CC(=CC5C[C@@H]24)O[C@H]31', 'COC(CC=C1C=Cc2c(CC=C(C)CCC=C(C)C)c(O)c3c4c2OC32C(C=CC12O)CC1CC2C(C4=O)C1OC2(C)C)OO', 'COC(C=C[C@@]12OC34C=Cc5c(O)cc(c(CC=C(C)C)c5[C@@H]1C3)C[C@@](C)(C(=O)O)C(=O)C(C)(C)OC1CC3=C4[C@@H](C3)C2C1)OC']"
high_mist_no_exact,shard_023,MassSpecGymID0237440,other_macrocycle,1,0.0,0.321739137172699,0.8068181872367859,True,525.6020000000003,38,3,23,2,1,3,C[C@@H]1/C=C/C(=O)NCC=CC(=C[C@H](CC(=O)CC2=NC(=CO2)C(=O)N3CCC=C3C(=O)O[C@@H]1C(C)C)O)C,CC1=CC(O)/C=C/C(=O)CC2=CC(C(=O)CCc3nc(C4=CCCN4N)co3)C(C(C)C)OC(C1)OC2=O,"['CC1=CC(O)/C=C/C(=O)CC2=CC(C(=O)CCc3nc(C4=CCCN4N)co3)C(C(C)C)OC(C1)OC2=O', 'CC1=CC(O)OC(=O)CC(C(C)C(=O)CCOc2nc(C3=CC(C(C)C)N3)co2)C2=CN(C2=O)C(C)C=C1', 'C/C1=C/C(C=O)C(C(C)C)C=C(C(=O)NOCCc2nc(C3=CCCN4C(=O)CC(=O)OC34)co2)C(C)C1', 'CC(NOCc1nc(C2=CCCC=C2)co1)=C1CC(O)/C=C(\\C)C(C(C)C)OC(=O)/C=C(ON)\\C=C\\C1=O', 'C/C1=C/[C@@H](O)C(=O)N(C(=O)CCc2nc(C3=CCC(C(C)C)O3)co2)C/C=C\\CCN2C(=O)O[C@H]2/C=C\\C1']"
high_mist_no_exact,shard_000,MassSpecGymID0001470,glycoside_or_sugar_rich,1,0.0,0.3228346407413482,0.988095223903656,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)C1OC23COC2C2OC4C(O)C5OC56C2CCC42CCCCc4c([nH]c5ccc(Cl)c(C)c45)C6(C)CC3C2C1O,"['C=C(C)C1OC23COC2C2OC4C(O)C5OC56C2CCC42CCCCc4c([nH]c5ccc(Cl)c(C)c45)C6(C)CC3C2C1O', 'C=C(C)[C@@H]1OCC2[C@H]1C1O[C@H]1[C@]2(O)[C@]12CCc3c4[nH]c5cc(Cl)c(c1c35)[C@@H]2CC=C[C@@](C)(O)[C@H](O)CC[C@]1(C)[C@H]2C[C@@H]2[C@@]41C', 'C=C1Cc2c3[nH]c4cc(Cl)cc(c24)[C@H]2O[C@@H](C(=C)C)[C@H]4C[C@](C)(O)[C@H]5C[C@@H]6O[C@@]35[C@]62[C@H]4[C@@H]1O[C@H]1[C@@H](O)CC[C@H]1C(C)C', 'C=C(C)[C@@H]1O[C@@H]2C[C@H]3[C@H]4C[C@]2(C)c2c5c6c(O)c7c2cc(Cl)c(c7c5=C)C[C@@](O)(O[C@@H]3[C@]2(C)COC(C)(C)CC[C@@H]12)[C@H]4CN6', 'C=C1C2OC2CCCC2(c3cc4c5c([nH]c4cc3Cl)C3(O)C4C(O)C(O)C6OC7(C(=C)C)C(CC7C43CC5)C6(C)C)OC12']"
high_mist_no_exact,shard_000,MassSpecGymID0001461,glycoside_or_sugar_rich,1,0.0,0.324999988079071,0.9651162624359132,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)C1OC2C34c5c([nH]c6cc(Cl)cc(c56)C3C3CCC3C(C)(C)CCC(=C)C4O)C3(O)CCC(OC23C)C1O,"['C=C(C)C1OC2C34c5c([nH]c6cc(Cl)cc(c56)C3C3CCC3C(C)(C)CCC(=C)C4O)C3(O)CCC(OC23C)C1O', 'C=C(C)O[C@@]12CCC3C4c5c(Cl)ccc6[nH]c7c(c56)CC5CCC(CCC1O5)(C1O[C@H]4C(C(=C)C)O[C@@]3(C)[C@H]1O)[C@]7(O)CC2', 'C=C(C)[C@H]1O[C@H]2[C@H](O)[C@H](O)[C@@]34[C@H](C[C@@H]5O[C@]523)[C@@]2(C)[C@H](CC[C@@]3(C)Cc5[nH]c6cc(C)cc(Cl)c6c5CC5O[C@]5(C)[C@@]32O)[C@]14C', 'C=C(C)C1OC(C)([C@@H]2OC3CCc4c([nH]c5cc(O)cc(Cl)c45)[C@H]3C2=C)[C@@H]2O[C@]3(O)CCC4[C@H]3OC(C)(C)C3CCC43[C@@]12C', 'C=C(C)O[C@H]1COC(C)(C)[C@H]2CC[C@@]3(O)c4[nH]c5cc6c(c7c5c4O[C@H]4C(=C)CC[C@@]5(C(O[C@@H]45)[C@@H]4O[C@H]4C7)[C@H](C1)[C@]23C)=C(Cl)C=6']"
high_mist_no_exact,shard_034,MassSpecGymID0396925,polycyclic_aliphatic_like,1,0.0,0.3252032399177551,0.8571428656578064,False,628.7620000000004,46,7,6,0,0,5,CC(=CCC[C@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@]45C6C[C@H](C=C4C3=O)C(=O)[C@]5(OC6(C)C)C/C=C(\C)/C(=O)O)O)C)C,CC=CCCc1c2c3c(O)c4c1O[C@@]1(CC(C)[C@@H]5CC5C(C)(C)O[C@](C)(CC=C(C)C(=O)O)C1=O)C(=C(OC)C(=C2)C3=O)C=C4,"['CC=CCCc1c2c3c(O)c4c1O[C@@]1(CC(C)[C@@H]5CC5C(C)(C)O[C@](C)(CC=C(C)C(=O)O)C1=O)C(=C(OC)C(=C2)C3=O)C=C4', 'COC1=CC23C=CC4C=C2C(=O)c2c(O)c5c(O)c(c2OCC3(CCC=C(C)C)C1=O)C(C)(O4)C(C)(CCC=C(C)C)C=C5', 'COC1C=Cc2c(c(CC=C(C)C[OH2+])c3c4c2C(=O)C2(CCC=C(C)C)OC42C=CCC2OC(C)(C)C2CC2C=C2O3)CO1', 'COC(CCC(C)=O)[C@]12C=Cc3c(O)c4c(c(CCC=C(C)C)c3O1)OC13CC4C4CC1C(=O)C2=C[C@]3(CC=C(C)C)OC4=O', 'COC(CCC(C)=O)C(=O)[C@]12OC(C)(C)C=Cc3c4c(c(CC=C(C)C)c5c(=O)c35)O[C@]13C1=CC3C(C)(C)C4CC2C1=O']"
high_mist_no_exact,shard_000,MassSpecGymID0001462,glycoside_or_sugar_rich,1,0.0,0.3304347693920135,0.943181812763214,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)C1OC2C(=C)C3OC3C23C(=CC)C3CCC2(C)c3[nH]c4cc(Cl)c(O)cc4c3CC2C1O,"['C=C(C)C1OC2C(=C)C3OC3C23C(=CC)C3CCC2(C)c3[nH]c4cc(Cl)c(O)cc4c3CC2C1O', 'C=C1CC[C@]23OCC(C)(C)[C@@H](CC[C@@]2(O)CCc2c1[nH]c1cc(C(C)=O)cc(Cl)c21)[C@@H]1[C@@H]2C[C@H]4O[C@@]43[C@@H](O)[C@H]2O[C@@H]1C(=C)C', 'C=C1CC23C4Cc5c([nH]c6cc(Cl)c(C(C)=O)cc56)C5C6C(CC(C)(C)CCC7OC(C)(C)C7OC67C(O)C(O)C27C53)OC14', 'C=C(C)[C@H]1O[C@H]2[C@H]3CC[C@@](C)(CC(O)C(C)=O)C4CC5C(C)(C)C(CCC52[C@@H]1O)C(O)C4Cc1c2cc(c(Cl)cc4[nH]c1-4)C2O3', 'C=C(C)C1OC2C3CCC4(C)C(C1OC(C(C)=O)C15CCC46c4c([nH]c7cc(C)cc(Cl)c47)CC6C1CC5OC(C)O)C32O']"
high_mist_no_exact,shard_034,MassSpecGymID0396909,polycyclic_aliphatic_like,1,0.0,0.3333333432674408,0.8297872543334961,False,628.7620000000004,46,7,6,0,0,5,CC(=CCC[C@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45C6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(\C)/C(=O)O)O)C)C,CC(C)=CCc1c2c3c(O)c4c1C(=O)C1CC(C=C(C=C3)C3(O2)OC(C)(C)OC(C)(CCC(C)=CCC=O)C13)C4=O,"['CC(C)=CCc1c2c3c(O)c4c1C(=O)C1CC(C=C(C=C3)C3(O2)OC(C)(C)OC(C)(CCC(C)=CCC=O)C13)C4=O', 'COC(C(=O)O)C12Oc3c(CC=C(C)CCC=C(C)C)c(O)c4c5c3C13CC=CC1CC6CC1C(C)(C)OOC56CC2C3C4=O', 'COC1=C[C@@H]2C[C@@H]3C=C4Oc5c(c(CCC=C(C)C(=O)O)c(O)c6c5C(=O)C=C6)C[C@]4(CCC=C(C)C)OC[C@@]12OC3(C)C', 'COC(CC[C@@]1(C)C2C[C@H]3C(C)(C)O[C@@]34C=Cc3c5c6c(CC=C(C)C)c(O)c3C(=O)C2[C@@]4(O5)C1C=C6)C1CC1C(=O)C=O', 'COC=C(C(=O)O)[C@@H]1[C@@H]2C=C3C(=O)c4c(CC=C(C)CCC=C(C)C)c5c(c6c4O[C@H]6C[C@@]31C)OC(C)(C)CC=C[C@@H]2C5=O']"
high_mist_no_exact,shard_034,MassSpecGymID0396926,polycyclic_aliphatic_like,1,0.0,0.3360655605792999,0.8850574493408203,False,628.7620000000004,46,7,6,0,0,5,CC(=CCC[C@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@]45C6C[C@H](C=C4C3=O)C(=O)[C@]5(OC6(C)C)C/C=C(\C)/C(=O)O)O)C)C,COC1=CC2CC3C1Oc1c(O)c(CCC=C(C)C)c4c(c12)C(=O)OC(C)(C)C1CC2C=C[C@@]2(CCC=C(C)C(=O)O)OC431,"['COC1=CC2CC3C1Oc1c(O)c(CCC=C(C)C)c4c(c12)C(=O)OC(C)(C)C1CC2C=C[C@@]2(CCC=C(C)C(=O)O)OC431', 'COC1=CC2C(=O)c3c2c1c1c(CC=C(C)C)c3C2C3=CC(OC(C)C)C2C2(O1)C(C)(C)OC2(CC=C(C)C(=O)O)C=C3', 'COC1C(=O)C2c3c(O)c(CCC=C(C)C)c4c(c3O)C3=CC5CC6(C=CC(C)(CCC=C(C)C)O4)CC5C31C2OC(C)(C)C6=O', 'COC1=C2C=CC34Oc5c(ccc(O)c5CC=C(C)C(=O)O)OC3=CC2C2CC(C)(C)OC(C)(CC=C(C)C)C2CC1C4=O', 'COC1=C[C@H]2Oc3c(CC=C(C)C)c(O)c4c5c3[C@@H]2OC(=C2C3CC2[C@@H](C=C[C@H]3C)C[C@@H]1C4=O)O[C@](C)(CCC=C(C)C)O5']"
high_mist_no_exact,shard_027,MassSpecGymID0309877,polycyclic_aliphatic_like,1,0.0,0.3365384638309479,0.8441558480262756,True,702.7500000000003,50,7,6,0,5,18,CC1C=C2C(C3C1C4(C(C3OC(=O)C)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C,CC(=O)OC1C(O)C(=O)C2C(OC(C)=O)C3(C(=O)OC(=O)C3C)C2C(OC(=O)C(C)C)C2(C)C1C=C1C(O)C3CC4OC3CC4C12C,"['CC(=O)OC1C(O)C(=O)C2C(OC(C)=O)C3(C(=O)OC(=O)C3C)C2C(OC(=O)C(C)C)C2(C)C1C=C1C(O)C3CC4OC3CC4C12C', 'CC(=O)O[C@@H]1[C@H](C)[C@H](C)[C@@H]2C[C@H]3O[C@@H]3[C@@H](O)[C@H](OC(C)=O)[C@H]2[C@H]2[C@@H]3OC(=O)[C@@]24C(=O)OC2=C[C@H]3[C@](C)(O)[C@H]([C@@H]4[C@H]1OC(=O)C(C)C)[C@H]2O', 'CC(=O)OC1C2C3C(OC4COC(O)C(O)C4C13C)C1=CC3CC4OC4C(C3C1O)C21OC(=O)C(O)C(=O)C(C)C(OC(=O)C(C)C)C1C', 'CC(=O)O[C@@H]1[C@@H](OC(=O)C(C)C)C2=C[C@H]3[C@@H](C[C@@H]4[C@H]5[C@H]6O[C@@H]7CC7OC(=O)[C@@](C)(O)[C@H]6[C@@H]5[C@@H]4[C@@]4(O)[C@H](OC(C)=O)[C@@H](C)[C@H](O)[C@]34O)[C@@]2(C)[C@H]1O', 'CC(=O)O[C@H]1[C@@H](O)[C@H]2O[C@H]2C2C[C@@H]3OC(=O)C=C[C@@H](C)[C@@H]4[C@@H](C(=O)O)[C@H]1C[C@H](C1[C@@H](C)OC(=O)[C@]14O)[C@]2(C)[C@H](OC(=O)C(C)C)[C@H]3C']"
